Datetime,Close,High,Low,Open,Volume
2025-04-08 04:00:00+00:00,3289.0,3294.949951171875,3261.39990234375,3265.75,311617
2025-04-08 04:15:00+00:00,3291.800048828125,3296.10009765625,3283.0,3289.5,228827
2025-04-08 04:30:00+00:00,3274.75,3292.85009765625,3274.64990234375,3291.75,353550
2025-04-08 04:45:00+00:00,3280.14990234375,3284.60009765625,3275.5,3276.300048828125,128985
2025-04-08 05:00:00+00:00,3274.949951171875,3283.10009765625,3272.5,3280.39990234375,451800
2025-04-08 05:15:00+00:00,3287.550048828125,3294.75,3274.0,3274.5,124083
2025-04-08 05:30:00+00:00,3298.35009765625,3313.550048828125,3286.550048828125,3287.85009765625,183382
2025-04-08 05:45:00+00:00,3283.89990234375,3298.35009765625,3280.0,3297.35009765625,144053
2025-04-08 06:00:00+00:00,3277.050048828125,3286.0,3276.14990234375,3284.949951171875,121634
2025-04-08 06:15:00+00:00,3280.300048828125,3290.25,3276.550048828125,3276.550048828125,108400
2025-04-08 06:30:00+00:00,3313.64990234375,3316.60009765625,3291.75,3293.550048828125,159720
2025-04-08 06:45:00+00:00,3323.550048828125,3327.0,3308.75,3315.25,170980
2025-04-08 07:00:00+00:00,3325.0,3336.64990234375,3320.39990234375,3323.449951171875,117733
2025-04-08 07:15:00+00:00,3339.949951171875,3341.25,3320.14990234375,3325.0,91750
2025-04-08 07:30:00+00:00,3342.89990234375,3344.25,3330.0,3340.949951171875,117403
2025-04-08 07:45:00+00:00,3347.199951171875,3348.0,3337.050048828125,3342.89990234375,105558
2025-04-08 08:00:00+00:00,3318.5,3349.0,3309.25,3347.199951171875,109212
2025-04-08 08:15:00+00:00,3317.550048828125,3322.64990234375,3292.25,3319.449951171875,160487
2025-04-08 08:30:00+00:00,3312.5,3326.60009765625,3310.0,3317.60009765625,123074
2025-04-08 08:45:00+00:00,3312.550048828125,3318.35009765625,3311.25,3314.0,129186
2025-04-08 09:00:00+00:00,3300.0,3314.0,3300.0,3313.5,167425
2025-04-08 09:15:00+00:00,3298.699951171875,3305.0,3292.449951171875,3300.10009765625,154599
2025-04-08 09:30:00+00:00,3294.0,3300.0,3289.5,3298.699951171875,394023
2025-04-08 09:45:00+00:00,3290.0,3294.050048828125,3288.0,3294.050048828125,516224
2025-04-09 03:45:00+00:00,3244.85009765625,3253.75,3212.050048828125,3248.25,94514
